chamado_1,chamado_2,label,score
13215,12398,cadastro funcionarios ≈ cadastro funcionario,92.1
13214,12595,hospital materno infantil tia dede  ≈ hospital materno infantil tia dede ,98.72
13214,12591,hospital materno infantil tia dede  ≈ hospital materno infantil tia dede ,96.39
13214,11958,hospital materno infantil tia dede  ≈ hospital maternidade dona regina of,94.82
13214,13253,hospital materno infantil tia dede  ≈ hospital estadual araguacu offline,90.65
13214,11874,hospital materno infantil tia dede  ≈ hospital regional araguaina offline,90.17
13213,12774,hospital regional araguaina offline ≈ hospital regional xambioa offline e,95.28
13213,11874,hospital regional araguaina offline ≈ hospital regional araguaina offline,94.1
13213,12723,hospital regional araguaina offline ≈ hospital regional augustinopolis of,93.67
13213,12529,hospital regional araguaina offline ≈ hospital regional gurupi offline,91.95
13213,11959,hospital regional araguaina offline ≈ hospital regional pedro afonso offl,91.78
13212,13258,your daily monitor summary feb 18 f ≈ your daily monitor summary feb 25 f,99.96
13212,13203,your daily monitor summary feb 18 f ≈ your daily monitor summary feb 17 f,99.93
13212,13282,your daily monitor summary feb 18 f ≈ your daily monitor summary feb 28 m,99.9
13212,13218,your daily monitor summary feb 18 f ≈ your daily monitor summary feb 19 f,99.89
13212,13242,your daily monitor summary feb 18 f ≈ your daily monitor summary feb 21 f,99.87
13211,12016,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,99.21
13211,13033,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.91
13211,13035,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.88
13211,11684,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.68
13211,11974,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.55
13210,13032,demissao colaborador aviso previo t ≈ demissao colaborador aviso previo t,97.67
13210,13187,demissao colaborador aviso previo t ≈ demissao colaborador aviso previo t,96.29
13210,11781,demissao colaborador aviso previo t ≈ demissao colaborador aviso previo t,95.86
13210,13030,demissao colaborador aviso previo t ≈ demissao colaborador aviso previo t,95.85
13210,13034,demissao colaborador aviso previo t ≈ demissao colaborador aviso previo t,95.69
13209,12606,mapa localizacao servico realizado ≈ usuarios nao aparecem mapa,73.44
13209,12622,mapa localizacao servico realizado ≈ usuarios localizacao gurupi,71.63
13209,12273,mapa localizacao servico realizado ≈ usuario aparece mapa nao registra l,70.56
13209,13005,mapa localizacao servico realizado ≈ mapa colaboradores novo,70.14
13209,12340,mapa localizacao servico realizado ≈ usuarios aparecem duplicados mapa,67.81
13208,13199,payment is overdue your postman pla ≈ payment is overdue your postman pla,99.7
13208,12886,payment is overdue your postman pla ≈ payment is overdue your postman pla,98.87
13208,12994,payment is overdue your postman pla ≈ payment is overdue your postman pla,98.83
13208,11805,payment is overdue your postman pla ≈ payment is overdue your postman pla,98.75
13208,11826,payment is overdue your postman pla ≈ payment is overdue your postman pla,98.67
12996,12986,inativacao usuarios goiania ≈ inativacao usuario araguaina,87.32
12996,12705,inativacao usuarios goiania ≈ cadastro usuarios goiania,85.5
12996,12639,inativacao usuarios goiania ≈ permissao usuario,81.38
12996,12448,inativacao usuarios goiania ≈ cadastro funcionario,81.11
12996,12785,inativacao usuarios goiania ≈ cadastro funcionario,80.62
13207,12785,cadastro funcionario ≈ cadastro funcionario,96.41
13207,12289,cadastro funcionario ≈ cadastro funcionario,95.19
13207,12331,cadastro funcionario ≈ cadastro funcionario,94.94
13207,12434,cadastro funcionario ≈ cadastro funcionario,93.48
13207,12308,cadastro funcionario ≈ cadastro funcionario,92.98
13206,13015,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.15
13206,13041,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.14
13206,12629,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.08
13206,12744,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.05
13206,12709,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.02
13205,13227,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,99.21
13205,13219,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,99.15
13205,12777,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,99.07
13205,13248,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.98
13205,13241,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.31
13204,12707,cadastro edicao microcontrolador ≈ edicao microcontrolador unidades,76.43
13204,11707,cadastro edicao microcontrolador ≈ crachas estao sendo localizados uni,58.71
13204,12370,cadastro edicao microcontrolador ≈ atualizacao placas acordo turn on,54.37
13204,12807,cadastro edicao microcontrolador ≈ registro localizacao usuario celula,49.78
13204,11742,cadastro edicao microcontrolador ≈ filtro sistema unacon regiao norte,47.13
13203,13212,your daily monitor summary feb 17 f ≈ your daily monitor summary feb 18 f,99.93
13203,13258,your daily monitor summary feb 17 f ≈ your daily monitor summary feb 25 f,99.88
13203,13189,your daily monitor summary feb 17 f ≈ your daily monitor summary feb 11 f,99.84
13203,13269,your daily monitor summary feb 17 f ≈ your daily monitor summary feb 27 f,99.83
13203,13282,your daily monitor summary feb 17 f ≈ your daily monitor summary feb 28 m,99.81
13202,12415,solicitacao acesso ≈ solicitacao acesso,84.47
13202,12698,solicitacao acesso ≈ solicitacao acesso,81.79
13202,11754,solicitacao acesso ≈ cadastro gestores point service,74.92
13202,12992,solicitacao acesso ≈ cadastro usuarios point service,74.4
13202,12993,solicitacao acesso ≈ cadastro usuarios point service,74.4
13184,13183,verify your email address postman ≈ your postman profile has been updat,64.46
13184,11954,verify your email address postman ≈ teste jira,60.47
13184,12578,verify your email address postman ≈ smtp basic authentication,58.42
13184,12014,verify your email address postman ≈ demissao colaborador aviso previo t,58.1
13184,12727,verify your email address postman ≈ construtora portoconstrutora porto ,58.0
13201,13200,your daily monitor summary feb 16 f ≈ your daily monitor summary feb 15 f,99.97
13201,13198,your daily monitor summary feb 16 f ≈ your daily monitor summary feb 14 f,99.91
13201,13243,your daily monitor summary feb 16 f ≈ your daily monitor summary feb 22 f,99.88
13201,13245,your daily monitor summary feb 16 f ≈ your daily monitor summary feb 23 f,99.88
13201,13218,your daily monitor summary feb 16 f ≈ your daily monitor summary feb 19 f,99.87
13200,13201,your daily monitor summary feb 15 f ≈ your daily monitor summary feb 16 f,99.97
13200,13198,your daily monitor summary feb 15 f ≈ your daily monitor summary feb 14 f,99.97
13200,13243,your daily monitor summary feb 15 f ≈ your daily monitor summary feb 22 f,99.92
13200,13245,your daily monitor summary feb 15 f ≈ your daily monitor summary feb 23 f,99.9
13200,13242,your daily monitor summary feb 15 f ≈ your daily monitor summary feb 21 f,99.89
13199,13208,payment is overdue your postman pla ≈ payment is overdue your postman pla,99.7
13199,12886,payment is overdue your postman pla ≈ payment is overdue your postman pla,98.38
13199,12994,payment is overdue your postman pla ≈ payment is overdue your postman pla,98.35
13199,11805,payment is overdue your postman pla ≈ payment is overdue your postman pla,98.18
13199,11826,payment is overdue your postman pla ≈ payment is overdue your postman pla,98.06
13198,13200,your daily monitor summary feb 14 f ≈ your daily monitor summary feb 15 f,99.97
13198,13243,your daily monitor summary feb 14 f ≈ your daily monitor summary feb 22 f,99.92
13198,13194,your daily monitor summary feb 14 f ≈ your daily monitor summary feb 13 f,99.91
13198,13201,your daily monitor summary feb 14 f ≈ your daily monitor summary feb 16 f,99.91
13198,13242,your daily monitor summary feb 14 f ≈ your daily monitor summary feb 21 f,99.91
13197,12562,re exclusao usuario sistema point s ≈ re exclusao usuario sistema point s,99.54
13197,13777,re exclusao usuario sistema point s ≈ exclusao usuario sistema point serv,82.76
13197,11729,re exclusao usuario sistema point s ≈ exclusao usuario sistema point serv,82.13
13197,12687,re exclusao usuario sistema point s ≈ exclusao usuario sistema point serv,82.12
13197,11684,re exclusao usuario sistema point s ≈ exclusao usuario sistema point serv,82.1
12772,13150,demissao colaborador aviso previo t ≈ exclusao usuario sistema point serv,89.83
12772,11781,demissao colaborador aviso previo t ≈ demissao colaborador aviso previo t,88.07
12772,11793,demissao colaborador aviso previo t ≈ demissao colaborador aviso previo t,87.97
12772,13032,demissao colaborador aviso previo t ≈ demissao colaborador aviso previo t,87.62
12772,12766,demissao colaborador aviso previo t ≈ demissao colaborador aviso previo t,87.49
13194,13198,your daily monitor summary feb 13 f ≈ your daily monitor summary feb 14 f,99.91
13194,13189,your daily monitor summary feb 13 f ≈ your daily monitor summary feb 11 f,99.89
13194,13258,your daily monitor summary feb 13 f ≈ your daily monitor summary feb 25 f,99.87
13194,13200,your daily monitor summary feb 13 f ≈ your daily monitor summary feb 15 f,99.86
13194,13282,your daily monitor summary feb 13 f ≈ your daily monitor summary feb 28 m,99.86
13193,13239,your weekly monitor summary feb 7 f ≈ your weekly monitor summary feb 14 ,99.8
13193,11820,your weekly monitor summary feb 7 f ≈ your weekly monitor summary jun 11 ,99.16
13193,11676,your weekly monitor summary feb 7 f ≈ your weekly monitor summary may 22 ,99.09
13193,13194,your weekly monitor summary feb 7 f ≈ your daily monitor summary feb 13 f,95.06
13193,13200,your weekly monitor summary feb 7 f ≈ your daily monitor summary feb 15 f,95.05
13192,13006,demissao colaborador aviso previo t ≈ demissao colaborador aviso previo t,97.81
13192,12672,demissao colaborador aviso previo t ≈ demissao colaborador aviso previo t,97.4
13192,11793,demissao colaborador aviso previo t ≈ demissao colaborador aviso previo t,93.71
13192,13187,demissao colaborador aviso previo t ≈ demissao colaborador aviso previo t,92.32
13192,11988,demissao colaborador aviso previo t ≈ demissao colaborador aviso previo t,91.84
13191,13025,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,97.68
13191,12361,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,97.23
13191,12126,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,97.19
13191,13044,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,97.11
13191,12161,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,96.9
13190,13189,your daily monitor summary feb 12 f ≈ your daily monitor summary feb 11 f,99.88
13190,13198,your daily monitor summary feb 12 f ≈ your daily monitor summary feb 14 f,99.87
13190,13194,your daily monitor summary feb 12 f ≈ your daily monitor summary feb 13 f,99.81
13190,13200,your daily monitor summary feb 12 f ≈ your daily monitor summary feb 15 f,99.8
13190,13269,your daily monitor summary feb 12 f ≈ your daily monitor summary feb 27 f,99.79
13183,13184,your postman profile has been updat ≈ verify your email address postman,64.46
13183,12994,your postman profile has been updat ≈ payment is overdue your postman pla,59.08
13183,11805,your postman profile has been updat ≈ payment is overdue your postman pla,58.79
13183,12886,your postman profile has been updat ≈ payment is overdue your postman pla,58.66
13183,11998,your postman profile has been updat ≈ erro postman,58.63
13189,13194,your daily monitor summary feb 11 f ≈ your daily monitor summary feb 13 f,99.89
13189,13190,your daily monitor summary feb 11 f ≈ your daily monitor summary feb 12 f,99.88
13189,13269,your daily monitor summary feb 11 f ≈ your daily monitor summary feb 27 f,99.87
13189,13258,your daily monitor summary feb 11 f ≈ your daily monitor summary feb 25 f,99.84
13189,13203,your daily monitor summary feb 11 f ≈ your daily monitor summary feb 17 f,99.84
13188,13211,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.2
13188,13033,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.12
13188,11974,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,97.92
13188,12016,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,97.84
13188,11684,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,97.81
13187,13032,demissao colaborador aviso previo t ≈ demissao colaborador aviso previo t,97.73
13187,13034,demissao colaborador aviso previo t ≈ demissao colaborador aviso previo t,96.9
13187,12014,demissao colaborador aviso previo t ≈ demissao colaborador aviso previo t,96.34
13187,13210,demissao colaborador aviso previo t ≈ demissao colaborador aviso previo t,96.29
13187,11988,demissao colaborador aviso previo t ≈ demissao colaborador aviso previo t,95.38
13186,11974,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.41
13186,12641,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.4
13186,12804,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.37
13186,13007,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.36
13186,13211,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.11
13185,13210,demissao colaborador aviso previo t ≈ demissao colaborador aviso previo t,94.84
13185,11682,demissao colaborador aviso previo t ≈ demissao colaborador aviso previo t,94.62
13185,13032,demissao colaborador aviso previo t ≈ demissao colaborador aviso previo t,92.94
13185,13030,demissao colaborador aviso previo t ≈ demissao colaborador aviso previo t,92.9
13185,11781,demissao colaborador aviso previo t ≈ demissao colaborador aviso previo t,92.89
13151,11758,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,96.63
13151,12483,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,96.62
13151,11844,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,96.51
13151,11855,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,96.51
13151,13022,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,96.44
13150,13248,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,94.42
13150,12777,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,94.36
13150,13219,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,94.22
13150,13241,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,93.8
13150,13227,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,93.78
13117,13091,cancelamento preventivas miracemato ≈ cancelamento preventivas miracemato,91.98
13117,12791,cancelamento preventivas miracemato ≈ enc cancelamento,81.22
13117,12793,cancelamento preventivas miracemato ≈ cancelamento ordens alvorada,80.62
13117,11734,cancelamento preventivas miracemato ≈ cancelamento preventivas,78.9
13117,13240,cancelamento preventivas miracemato ≈ cancelamento preventivas,76.65
13092,12490,dashboard dispositivos ≈ impressao orcamentos,65.72
13092,13016,dashboard dispositivos ≈ mapa colaboradores,65.52
13092,11910,dashboard dispositivos ≈ composicoes linkadas erradas sistem,65.49
13092,12677,dashboard dispositivos ≈ tela gerencial nao aparece,62.79
13092,13005,dashboard dispositivos ≈ mapa colaboradores novo,61.91
13091,13117,cancelamento preventivas miracemato ≈ cancelamento preventivas miracemato,91.98
13091,12793,cancelamento preventivas miracemato ≈ cancelamento ordens alvorada,80.73
13091,12791,cancelamento preventivas miracemato ≈ enc cancelamento,79.4
13091,11734,cancelamento preventivas miracemato ≈ cancelamento preventivas,77.22
13091,12790,cancelamento preventivas miracemato ≈ cancelamento ordens arapoema,75.97
13090,13580,your postman account is temporarily ≈ your postman account is temporarily,99.32
13090,13010,your postman account is temporarily ≈ action required complete payment to,87.68
13090,13045,your postman account is temporarily ≈ action required complete payment to,87.57
13090,13085,your postman account is temporarily ≈ action required complete payment to,87.53
13090,13244,your postman account is temporarily ≈ action required complete payment to,86.99
12785,12448,cadastro funcionario ≈ cadastro funcionario,96.61
12785,13207,cadastro funcionario ≈ cadastro funcionario,96.41
12785,13215,cadastro funcionario ≈ cadastro funcionarios,94.21
12785,12308,cadastro funcionario ≈ cadastro funcionario,93.93
12785,12289,cadastro funcionario ≈ cadastro funcionario,93.56
13089,12064,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,99.13
13089,12277,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.61
13089,12759,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.44
13089,12149,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.4
13089,12387,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.4
13088,12722,solicitacao cadastro colaboradores  ≈ cadastro colaborador,89.86
13088,12766,solicitacao cadastro colaboradores  ≈ demissao colaborador aviso previo t,83.51
13088,11686,solicitacao cadastro colaboradores  ≈ exclusao usuario sistema point serv,83.18
13088,12640,solicitacao cadastro colaboradores  ≈ exclusao usuario sistema point serv,82.26
13088,11824,solicitacao cadastro colaboradores  ≈ solicitacao cadastro colaboradores,82.21
13087,13211,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,94.62
13087,13033,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,94.61
13087,13035,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,94.55
13087,12016,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,94.48
13087,12751,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,94.42
13086,13032,demissao colaborador aviso previo t ≈ demissao colaborador aviso previo t,83.71
13086,11781,demissao colaborador aviso previo t ≈ demissao colaborador aviso previo t,83.65
13086,13210,demissao colaborador aviso previo t ≈ demissao colaborador aviso previo t,83.38
13086,12006,demissao colaborador aviso previo t ≈ demissao colaborador aviso previo t,83.22
13086,13034,demissao colaborador aviso previo t ≈ demissao colaborador aviso previo t,82.85
13085,13045,action required complete payment to ≈ action required complete payment to,99.8
13085,13244,action required complete payment to ≈ action required complete payment to,99.38
13085,13270,action required complete payment to ≈ action required complete payment to,99.29
13085,13381,action required complete payment to ≈ action required complete payment to,99.13
13085,13010,action required complete payment to ≈ action required complete payment to,98.83
13042,12359,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,97.29
13042,12467,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,96.85
13042,12012,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,96.61
13042,12747,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,96.26
13042,13548,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,96.01
13084,11785,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.96
13084,12765,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.94
13084,13041,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.89
13084,12709,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.87
13084,13024,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.77
13051,13678,solicitacao cancelamento ≈ cancelamento ordens duplicidade lan,86.32
13051,12725,solicitacao cancelamento ≈ cancelamento ordem araguacu,84.62
13051,11849,solicitacao cancelamento ≈ cancelameno preventivas,83.08
13051,12342,solicitacao cancelamento ≈ cancelamento preventivas,82.71
13051,12627,solicitacao cancelamento ≈ solicitacao cancelamento ordens reg,82.41
13046,12709,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.6
13046,12757,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.58
13046,13041,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.5
13046,11844,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.46
13046,12632,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.43
13045,13085,action required complete payment to ≈ action required complete payment to,99.8
13045,13270,action required complete payment to ≈ action required complete payment to,99.47
13045,13244,action required complete payment to ≈ action required complete payment to,99.46
13045,13381,action required complete payment to ≈ action required complete payment to,99.27
13045,13010,action required complete payment to ≈ action required complete payment to,98.9
13044,13041,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,99.26
13044,12076,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,99.02
13044,12212,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.99
13044,12285,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.95
13044,12072,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.93
13043,12674,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.49
13043,13022,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.48
13043,11797,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.12
13043,12010,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.1
13043,13014,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.07
13041,13044,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,99.26
13041,12212,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,99.2
13041,12709,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.97
13041,12072,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.94
13041,12226,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.9
13040,12754,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,99.39
13040,12619,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,99.05
13040,11756,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.92
13040,12812,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.87
13040,11890,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.83
13039,12795,problema filtro ordens ≈ cancelamento preventivas,68.18
13039,12533,problema filtro ordens ≈ cancelamento preventiva,67.45
13039,12889,problema filtro ordens ≈ filtro pesquisa usuario,63.86
13039,12589,problema filtro ordens ≈ pesquisa usuario filtro,63.43
13039,11981,problema filtro ordens ≈ cancelamento ordens preventivas,62.45
13038,12668,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,99.39
13038,12222,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,99.02
13038,12629,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.8
13038,13025,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.7
13038,13022,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.53
13037,13031,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,97.57
13037,12024,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,97.07
13037,12708,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,97.04
13037,12163,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,96.66
13037,12745,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,96.66
13036,12709,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,99.03
13036,12632,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.9
13036,12757,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.83
13036,13084,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.77
13036,12644,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.72
13029,13041,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.83
13029,13044,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.74
13029,12054,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.73
13029,12630,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.72
13029,12165,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.64
13035,13033,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,99.28
13035,13211,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.88
13035,11740,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.72
13035,12016,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.71
13035,11684,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.63
13034,13032,demissao colaborador aviso previo t ≈ demissao colaborador aviso previo t,98.44
13034,12014,demissao colaborador aviso previo t ≈ demissao colaborador aviso previo t,97.93
13034,11781,demissao colaborador aviso previo t ≈ demissao colaborador aviso previo t,97.37
13034,13187,demissao colaborador aviso previo t ≈ demissao colaborador aviso previo t,96.9
13034,13210,demissao colaborador aviso previo t ≈ demissao colaborador aviso previo t,95.69
13033,13035,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,99.28
13033,13211,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.91
13033,12016,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.83
13033,11684,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.8
13033,11740,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.72
13032,13034,demissao colaborador aviso previo t ≈ demissao colaborador aviso previo t,98.44
13032,13187,demissao colaborador aviso previo t ≈ demissao colaborador aviso previo t,97.73
13032,13210,demissao colaborador aviso previo t ≈ demissao colaborador aviso previo t,97.67
13032,11781,demissao colaborador aviso previo t ≈ demissao colaborador aviso previo t,97.35
13032,12014,demissao colaborador aviso previo t ≈ demissao colaborador aviso previo t,97.01
13031,12708,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.28
13031,12024,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.25
13031,12745,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,97.89
13031,12632,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,97.84
13031,13037,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,97.57
13030,12006,demissao colaborador aviso previo t ≈ demissao colaborador aviso previo t,96.05
13030,13210,demissao colaborador aviso previo t ≈ demissao colaborador aviso previo t,95.85
13030,11988,demissao colaborador aviso previo t ≈ demissao colaborador aviso previo t,95.12
13030,12763,demissao colaborador aviso previo t ≈ demissao colaborador aviso previo t,95.04
13030,13032,demissao colaborador aviso previo t ≈ demissao colaborador aviso previo t,95.0
13028,12663,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,95.6
13028,12631,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,95.33
13028,12183,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,95.15
13028,13044,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,95.13
13028,13041,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,95.1
13027,12469,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,97.59
13027,12805,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,97.58
13027,13044,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,97.44
13027,12635,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,97.43
13027,12389,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,97.4
13026,12717,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,97.99
13026,12812,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,97.98
13026,11890,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,97.98
13026,12952,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,97.91
13026,12587,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,97.84
13025,12126,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.76
13025,13044,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.74
13025,13038,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.7
13025,13024,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.66
13025,13041,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.59
13024,12644,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,99.04
13024,12757,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,99.0
13024,11791,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.9
13024,12165,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.83
13024,13041,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.78
13023,12674,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.46
13023,13014,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.45
13023,11766,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.27
13023,13022,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.27
13023,11797,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.13
12997,12302,aplicativo point service problema d ≈ erro sistema point service distribu,74.47
12997,12515,aplicativo point service problema d ≈ atualizacao sistema point service,70.31
12997,12662,aplicativo point service problema d ≈ erro vincular solicitacao servico o,67.53
